G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
1,0,1,1,646.5074063,-850.0762653,-27.73305835,-0.010587381,-0.060702928,0.071290309
1,0,1,1,655.6033888,-845.833604,-26.93338956,-0.009941849,-0.066532503,0.076474351
1,0,1,1,664.5376365,-841.382261,-26.12707554,-0.009293868,-0.072345662,0.08163953
1,0,1,1,673.3079449,-836.7233348,-25.31431524,-0.008643598,-0.078140973,0.086784571
1,0,1,1,681.9121502,-831.8579748,-24.4953092,-0.0079912,-0.083917004,0.091908204
1,0,1,1,690.3481293,-826.7873814,-23.67025948,-0.007336834,-0.089672331,0.097009165
1,0,1,1,698.6138008,-821.5128058,-22.83936967,-0.006680662,-0.095405534,0.102086196
1,0,1,1,706.7071253,-816.0355494,-22.00284477,-0.006022846,-0.101115198,0.107138044
1,0,1,1,714.6261059,-810.3569636,-21.16089118,-0.005363548,-0.106799915,0.112163463
1,0,1,1,722.3687886,-804.4784495,-20.31371663,-0.004702931,-0.112458281,0.117161212
1,0,1,1,729.9332632,-798.4014576,-19.46153017,-0.004041157,-0.118088901,0.122130059
1,0,1,1,737.3176631,-792.1274872,-18.60454205,-0.003378391,-0.123690386,0.127068776
1,0,1,1,744.5201664,-785.6580864,-17.74296371,-0.002714795,-0.129261353,0.131976147
1,0,1,1,751.5389959,-778.9948514,-16.87700775,-0.002050533,-0.134800428,0.13685096
1,0,1,1,758.37242,-772.1394262,-16.00688783,-0.001385769,-0.140306243,0.141692013
1,0,1,1,765.0187524,-765.0935024,-15.13281862,-0.000720668,-0.145777442,0.14649811
1,0,1,1,771.4763535,-757.8588183,-14.25501581,-5.54E-05,-0.151212673,0.151268066
1,0,1,1,777.7436297,-750.4371591,-13.37369596,0.000609892,-0.156610596,0.156000704
1,0,1,1,783.8190348,-742.830356,-12.48907654,0.001275022,-0.161969878,0.160694857
1,0,1,1,789.7010698,-735.0402857,-11.60137581,0.001939833,-0.167289198,0.165349366
1,0,1,1,795.3882834,-727.0688705,-10.71081279,0.002604161,-0.172567243,0.169963082
1,0,1,1,800.8792722,-718.918077,-9.817607223,0.003267843,-0.177802711,0.174534868
1,0,1,1,806.1726816,-710.5899164,-8.921979491,0.003930715,-0.18299431,0.179063595
1,0,1,1,811.2672054,-702.0864436,-8.024150577,0.004592612,-0.188140759,0.183548147
1,0,1,1,816.1615866,-693.4097566,-7.124342007,0.005253372,-0.193240788,0.187987415
1,0,1,1,820.8546177,-684.5619963,-6.222775794,0.005912832,-0.198293138,0.192380306
1,0,1,1,825.3451406,-675.5453458,-5.319674386,0.006570829,-0.203296564,0.196725735
1,0,1,1,829.6320475,-666.3620297,-4.415260611,0.0072272,-0.208249831,0.20102263
1,0,1,1,833.7142805,-657.0143139,-3.509757619,0.007881785,-0.213151716,0.205269932
1,0,1,1,837.5908325,-647.5045049,-2.603388829,0.00853442,-0.21800101,0.209466591
1,0,1,1,841.260747,-637.834949,-1.696377874,0.009184945,-0.222796517,0.213611572
1,0,1,1,844.7231184,-628.008032,-0.788948545,0.0098332,-0.227537054,0.217703853
1,0,1,1,847.9770926,-618.0261786,0.118675263,0.010479025,-0.23222145,0.221742425
1,0,1,1,851.0218665,-607.8918517,1.026269608,0.01112226,-0.23684855,0.22572629
1,0,1,1,853.8566891,-597.6075517,1.933610553,0.011762747,-0.241417212,0.229654465
1,0,1,1,856.4808607,-587.1758162,2.840474228,0.012400327,-0.24592631,0.233525982
1,0,1,1,858.893734,-576.599219,3.746636875,0.013034844,-0.250374729,0.237339886
1,0,1,1,861.0947136,-565.8803697,4.651874915,0.01366614,-0.254761374,0.241095234
1,0,1,1,863.0832564,-555.0219132,5.555964991,0.01429406,-0.259085161,0.244791101
1,0,1,1,864.8588718,-544.0265284,6.458684035,0.01491845,-0.263345024,0.248426575
1,0,1,1,866.4211217,-532.8969284,7.359809313,0.015539154,-0.267539912,0.252000758
1,0,1,1,867.7696207,-521.6358592,8.259118487,0.01615602,-0.271668789,0.255512769
1,0,1,1,868.904036,-510.2460994,9.156389665,0.016768896,-0.275730637,0.258961741
1,0,1,1,869.8240876,-498.7304591,10.05140146,0.01737763,-0.279724454,0.262346824
1,0,1,1,870.5295487,-487.0917798,10.94393304,0.017982072,-0.283649254,0.265667182
1,0,1,1,871.0202451,-475.332933,11.83376419,0.018582073,-0.287504069,0.268921996
1,0,1,1,871.2960558,-463.45682,12.72067535,0.019177486,-0.291287948,0.272110462
1,0,1,1,871.3569127,-451.4663713,13.60444769,0.019768162,-0.294999957,0.275231794
1,0,1,1,871.2028008,-439.3645451,14.48486316,0.020353957,-0.29863918,0.278285223
1,0,1,1,870.8337581,-427.1543275,15.36170452,0.020934726,-0.302204719,0.281269993
1,0,1,1,870.2498757,-414.8387311,16.23475543,0.021510325,-0.305695696,0.28418537
1,0,1,1,869.4512976,-402.4207946,17.10380047,0.022080613,-0.309111247,0.287030634
1,0,1,1,868.438221,-389.903582,17.96862523,0.022645449,-0.312450531,0.289805082
1,0,1,1,867.2108956,-377.2901817,18.82901632,0.023204693,-0.315712724,0.292508031
1,0,1,1,865.7696245,-364.5837058,19.68476145,0.023758208,-0.31889702,0.295138812
1,0,1,1,864.1147631,-351.7872896,20.53564947,0.024305856,-0.322002634,0.297696778
1,0,1,1,862.2467198,-338.9040903,21.38147046,0.024847503,-0.3250288,0.300181297
1,0,1,1,860.1659555,-325.9372866,22.2220157,0.025383016,-0.327974771,0.302591756
1,0,1,1,857.8729836,-312.890078,23.05707781,0.025912261,-0.330839821,0.30492756
1,0,1,1,855.3683698,-299.7656836,23.88645075,0.026435109,-0.333623242,0.307188133
1,0,1,1,852.6527322,-286.5673416,24.70992989,0.02695143,-0.336324347,0.309372917
1,0,1,1,849.7267408,-273.2983087,25.52731203,0.027461097,-0.33894247,0.311481373
1,0,1,1,846.5911175,-259.9618586,26.33839552,0.027963984,-0.341476966,0.313512981
1,0,1,1,843.2466359,-246.561282,27.14298022,0.028459968,-0.343927208,0.31546724
1,0,1,1,839.6941214,-233.0998853,27.94086762,0.028948926,-0.346292593,0.317343667
1,0,1,1,835.9344504,-219.5809899,28.73186084,0.029430736,-0.348572536,0.3191418
1,0,1,1,831.9685505,-206.0079313,29.51576473,0.029905281,-0.350766475,0.320861194
1,0,1,1,827.7974004,-192.3840585,30.29238586,0.030372443,-0.352873869,0.322501426
1,0,1,1,823.422029,-178.7127329,31.06153262,0.030832107,-0.354894198,0.324062091
1,0,1,1,818.8435162,-164.9973279,31.82301523,0.03128416,-0.356826963,0.325542803
1,0,1,1,814.0629913,-151.2412274,32.5766458,0.031728489,-0.358671687,0.326943198
1,0,1,1,809.0816342,-137.4478256,33.3222384,0.032164986,-0.360427915,0.328262929
1,0,1,1,803.9006737,-123.6205257,34.05960905,0.032593542,-0.362095215,0.329501672
1,0,1,1,798.5213882,-109.7627396,34.78857582,0.033014053,-0.363673174,0.330659121
1,0,1,1,792.945105,-95.87788623,35.50895885,0.033426413,-0.365161403,0.331734989
1,0,1,1,787.1731999,-81.96939164,36.2205804,0.033830522,-0.366559535,0.332729013
1,0,1,1,781.2070971,-68.04068751,36.92326488,0.03422628,-0.367867225,0.333640945
1,0,1,1,775.0482686,-54.09521052,37.61683892,0.034613589,-0.369084151,0.334470562
1,0,1,1,768.6982341,-40.13640152,38.30113138,0.034992353,-0.370210011,0.335217658
1,0,1,1,762.1585602,-26.16770464,38.97597343,0.035362479,-0.371244529,0.33588205
1,0,1,1,755.4308606,-12.19256645,39.64119857,0.035723876,-0.372187449,0.336463573
1,0,1,1,748.5167952,1.785564911,40.29664265,0.036076455,-0.373038539,0.336962084
1,0,1,1,741.41807,15.76324053,40.94214396,0.036420128,-0.373797588,0.33737746
1,0,1,1,734.1364364,29.73701164,41.57754322,0.036754811,-0.374464409,0.337709598
1,0,1,1,726.6736911,43.70343041,42.20268367,0.037080421,-0.375038837,0.337958417
1,0,1,1,719.0316755,57.65905084,42.81741106,0.037396877,-0.375520732,0.338123855
1,0,1,1,711.212275,71.60042959,43.42157372,0.037704103,-0.375909974,0.338205871
1,0,1,1,703.217419,85.52412683,44.01502257,0.038002022,-0.376206466,0.338204444
1,0,1,1,695.0490801,99.4267071,44.59761119,0.03829056,-0.376410136,0.338119577
1,0,1,1,686.7092737,113.3047401,45.16919584,0.038569646,-0.376520934,0.337951288
1,0,1,1,678.2000576,127.1548018,45.72963548,0.038839211,-0.376538832,0.337699621
1,0,1,1,669.5235312,140.9734747,46.27879185,0.03909919,-0.376463826,0.337364636
1,0,1,1,660.6818354,154.7573493,46.81652943,0.039349517,-0.376295934,0.336946417
1,0,1,1,651.6771517,168.5030247,47.34271556,0.039590131,-0.376035198,0.336445066
1,0,1,1,642.5117019,182.2071093,47.8572204,0.039820973,-0.375681681,0.335860708
1,0,1,1,633.1877475,195.8662219,48.359917,0.040041986,-0.375235472,0.335193487
1,0,1,1,623.7075889,209.4769923,48.85068135,0.040253114,-0.374696681,0.334443567
1,0,1,1,614.0735653,223.0360621,49.32939234,0.040454307,-0.37406544,0.333611133
1,0,1,1,604.2880537,236.540086,49.79593185,0.040645514,-0.373341904,0.33269639
1,0,1,1,594.3534685,249.985732,50.25018479,0.040826688,-0.372526254,0.331699566
1,0,1,1,584.272261,263.3696825,50.69203907,0.040997785,-0.371618689,0.330620904
1,0,1,1,574.0469185,276.6886354,51.12138567,0.041158762,-0.370619434,0.329460672
1,0,1,1,563.6799641,289.9393043,51.53811865,0.041309579,-0.369528735,0.328219156
1,0,1,1,553.1739555,303.1184199,51.94213519,0.0414502,-0.368346862,0.326896662
1,0,1,1,542.531485,316.2227303,52.33333561,0.04158059,-0.367074105,0.325493516
1,0,1,1,531.7551784,329.2490024,52.71162338,0.041700716,-0.36571078,0.324010064
1,0,1,1,520.8476947,342.194022,53.07690517,0.041810549,-0.364257222,0.322446674
1,0,1,1,509.8117251,355.0545951,53.42909084,0.041910061,-0.362713791,0.320803729
1,0,1,1,498.6499925,367.8275487,53.76809351,0.041999229,-0.361080866,0.319081637
1,0,1,1,487.365251,380.5097312,54.09382953,0.04207803,-0.359358851,0.31728082
1,0,1,1,475.9602849,393.0980135,54.40621852,0.042146445,-0.357548171,0.315401725
1,0,1,1,464.4379082,405.5892895,54.70518342,0.042204457,-0.355649272,0.313444815
1,0,1,1,452.8009639,417.9804772,54.99065045,0.042252051,-0.353662623,0.311410572
1,0,1,1,441.0523232,430.2685193,55.26254919,0.042289216,-0.351588714,0.309299498
1,0,1,1,429.1948849,442.450384,55.52081253,0.042315943,-0.349428057,0.307112114
1,0,1,1,417.2315747,454.5230654,55.76537677,0.042332225,-0.347181185,0.30484896
1,0,1,1,405.1653443,466.483585,55.99618156,0.042338057,-0.344848652,0.302510595
1,0,1,1,392.9991709,478.3289915,56.21316995,0.04233344,-0.342431035,0.300097595
1,0,1,1,380.7360563,490.0563623,56.4162884,0.042318373,-0.339928928,0.297610555
1,0,1,1,368.3790262,501.6628038,56.6054868,0.04229286,-0.337342951,0.29505009
1,0,1,1,355.9311297,513.1454524,56.78071846,0.042256909,-0.33467374,0.292416831
1,0,1,1,343.3954379,524.5014749,56.94194015,0.042210527,-0.331921954,0.289711428
1,0,1,1,330.7750439,535.7280693,57.08911209,0.042153726,-0.329088273,0.286934547
1,0,1,1,318.0730616,546.8224657,57.22219797,0.04208652,-0.326173395,0.284086876
1,0,1,1,305.292625,557.7819266,57.34116495,0.042008925,-0.32317804,0.281169115
1,0,1,1,292.4368875,568.603748,57.44598368,0.041920962,-0.320102947,0.278181985
1,0,1,1,279.5090211,579.2852597,57.53662829,0.041822651,-0.316948874,0.275126223
1,0,1,1,266.5122154,589.8238263,57.61307642,0.041714017,-0.3137166,0.272002584
1,0,1,1,253.4496774,600.2168476,57.67530921,0.041595086,-0.310406922,0.268811836
1,0,1,1,240.3246299,610.4617591,57.7233113,0.041465888,-0.307020657,0.265554769
1,0,1,1,227.1403114,620.5560332,57.75707085,0.041326455,-0.303558641,0.262232185
1,0,1,1,213.8999748,630.4971791,57.77657953,0.041176822,-0.300021727,0.258844905
1,0,1,1,200.6068872,640.2827442,57.78183252,0.041017024,-0.296410788,0.255393764
1,0,1,1,187.2643283,649.9103139,57.77282853,0.040847102,-0.292726715,0.251879613
1,0,1,1,173.8755901,659.3775128,57.74956979,0.040667097,-0.288970418,0.248303321
1,0,1,1,160.4439763,668.6820049,57.71206202,0.040477054,-0.285142822,0.244665768
1,0,1,1,146.9728008,677.8214946,57.66031449,0.040277021,-0.281244873,0.240967853
1,0,1,1,133.4653874,686.7937269,57.59433996,0.040067045,-0.277277532,0.237210487
1,0,1,1,119.9250689,695.5964879,57.51415471,0.039847179,-0.273241778,0.233394599
1,0,1,1,106.3551862,704.2276056,57.41977853,0.039617477,-0.269138607,0.22952113
1,0,1,1,92.75908738,712.6849506,57.3112347,0.039377996,-0.264969031,0.225591035
1,0,1,1,79.14012714,720.9664361,57.18855,0.039128795,-0.260734079,0.221605284
1,0,1,1,65.50166574,729.0700187,57.0517547,0.038869936,-0.256434796,0.21756486
1,0,1,1,51.84706826,736.993699,56.90088256,0.038601481,-0.252072242,0.213470761
1,0,1,1,38.17970377,744.735522,56.7359708,0.038323499,-0.247647495,0.209323996
1,0,1,1,24.50294449,752.2935775,56.55706011,0.038036056,-0.243161645,0.205125589
1,0,1,1,10.82016495,759.6660006,56.36419464,0.037739225,-0.2386158,0.200876575
1,0,1,1,-2.86525882,766.8509723,56.15742196,0.037433077,-0.234011081,0.196578004
1,0,1,1,-16.54995016,773.8467199,55.93679311,0.03711769,-0.229348625,0.192230935
1,0,1,1,-30.23053256,780.6515171,55.70236251,0.03679314,-0.224629581,0.187836441
1,0,1,1,-43.90363056,787.2636851,55.45418801,0.036459508,-0.219855114,0.183395606
1,0,1,1,-57.56587051,793.6815924,55.19233084,0.036116876,-0.215026403,0.178909527
1,0,1,1,-71.21388147,799.9036555,54.91685561,0.035765329,-0.210144638,0.174379309
1,0,1,1,-84.844296,805.9283392,54.62783029,0.035404953,-0.205211024,0.169806071
1,0,1,1,-98.45375098,811.7541569,54.3253262,0.035035837,-0.200226779,0.165190942
1,0,1,1,-112.0388885,817.3796712,54.00941797,0.034658072,-0.195193131,0.160535059
1,0,1,1,-125.5963566,822.8034942,53.68018354,0.034271752,-0.190111324,0.155839572
1,0,1,1,-139.1228102,828.0242876,53.33770416,0.033876972,-0.184982611,0.151105639
1,0,1,1,-152.6149119,833.0407632,52.98206431,0.033473829,-0.179808257,0.146334428
1,0,1,1,-166.0693326,837.8516832,52.61335176,0.033062423,-0.174589539,0.141527116
1,0,1,1,-179.4827528,842.4558607,52.23165748,0.032642855,-0.169327745,0.13668489
1,0,1,1,-192.8518628,846.8521597,51.83707564,0.032215229,-0.164024173,0.131808945
1,0,1,1,-206.173364,851.0394954,51.4297036,0.03177965,-0.158680132,0.126900482
1,0,1,1,-219.4439695,855.0168347,51.00964187,0.031336225,-0.15329694,0.121960714
1,0,1,1,-232.660405,858.7831962,50.5769941,0.030885065,-0.147875925,0.11699086
1,0,1,1,-245.8194096,862.3376506,50.13186703,0.03042628,-0.142418425,0.111992145
1,0,1,1,-258.9177364,865.6793209,49.67437051,0.029959984,-0.136925787,0.106965802
1,0,1,1,-271.9521537,868.8073826,49.20461739,0.029486292,-0.131399365,0.101913073
1,0,1,1,-284.9194454,871.721064,48.7227236,0.02900532,-0.125840524,0.096835203
1,0,1,1,-297.816412,874.419646,48.22880803,0.028517188,-0.120250634,0.091733446
1,0,1,1,-310.6398714,876.9024629,47.72299254,0.028022015,-0.114631075,0.086609061
1,0,1,1,-323.3866595,879.1689021,47.20540195,0.027519924,-0.108983235,0.081463311
1,0,1,1,-336.0536314,881.2184043,46.67616395,0.027011038,-0.103308505,0.076297466
1,0,1,1,-348.6376616,883.0504639,46.13540913,0.026495484,-0.097608286,0.071112802
1,0,1,1,-361.1356451,884.6646288,45.58327091,0.025973389,-0.091883985,0.065910596
1,0,1,1,-373.5444984,886.0605008,45.01988553,0.025444881,-0.086137015,0.060692134
1,0,1,1,-385.8611597,887.2377355,44.44539198,0.024910091,-0.080368792,0.055458702
1,0,1,1,-398.08259,888.1960423,43.85993203,0.02436915,-0.074580741,0.050211591
1,0,1,1,-410.205774,888.9351849,43.26365011,0.023822192,-0.068774289,0.044952097
1,0,1,1,-422.2277203,889.4549809,42.65669336,0.023269353,-0.062950869,0.039681516
1,0,1,1,-434.1454628,889.755302,42.03921154,0.022710768,-0.057111918,0.03440115
1,0,1,1,-445.9560609,889.8360741,41.41135699,0.022146575,-0.051258877,0.029112302
1,0,1,1,-457.6566005,889.6972772,40.77328464,0.021576914,-0.045393189,0.023816275
1,0,1,1,-469.2441947,889.3389458,40.12515191,0.021001925,-0.039516303,0.018514378
1,0,1,1,-480.7159845,888.7611681,39.46711872,0.02042175,-0.033629667,0.013207917
1,0,1,1,-492.0691394,887.9640866,38.79934743,0.019836533,-0.027734735,0.007898203
1,0,1,1,-503.300858,886.9478982,38.12200282,0.019246416,-0.021832961,0.002586545
1,0,1,1,-514.4083692,885.7128535,37.43525199,0.018651547,-0.015925802,-0.002725745
1,0,1,1,-525.3889324,884.2592572,36.7392644,0.018052072,-0.010014713,-0.008037358
1,0,1,1,-536.2398382,882.587468,36.03421177,0.017448138,-0.004101155,-0.013346983
1,0,1,1,-546.9584094,880.6978983,35.32026806,0.016839895,0.001813414,-0.018653309
1,0,1,1,-557.5420014,878.5910145,34.59760942,0.016227493,0.007727534,-0.023955027
1,0,1,1,-567.9880027,876.2673363,33.86641417,0.015611083,0.013639747,-0.02925083
1,0,1,1,-578.2938359,873.7274371,33.12686272,0.014990818,0.019548593,-0.03453941
1,0,1,1,-588.4569584,870.9719435,32.37913753,0.014366849,0.025452614,-0.039819463
1,0,1,1,-598.4748624,868.0015355,31.62342309,0.013739331,0.031350355,-0.045089686
1,0,1,1,-608.3450762,864.8169459,30.85990588,0.01310842,0.037240359,-0.050348779
1,0,1,1,-618.0651646,861.4189605,30.08877427,0.01247427,0.043121174,-0.055595443
1,0,1,1,-627.6327291,857.8084177,29.31021852,0.011837037,0.048991348,-0.060828385
1,0,1,1,-637.0454091,853.9862083,28.52443075,0.011196881,0.054849432,-0.066046313
1,0,1,1,-646.3008822,849.9532754,27.73160482,0.010553957,0.060693983,-0.07124794
1,0,1,1,-655.3968648,845.7106141,26.93193636,0.009908425,0.066523557,-0.076431982
1,0,1,1,-664.3311126,841.2592712,26.12562268,0.009260444,0.072336717,-0.081597161
1,0,1,1,-673.1014211,836.600345,25.31286271,0.008610175,0.078132027,-0.086742202
1,0,1,1,-681.7056264,831.734985,24.49385699,0.007957777,0.083908058,-0.091865835
1,0,1,1,-690.1416056,826.6643916,23.66880761,0.007303411,0.089663385,-0.096966796
1,0,1,1,-698.4072771,821.389816,22.83791813,0.006647239,0.095396588,-0.102043827
1,0,1,1,-706.5006017,815.9125596,22.00139356,0.005989423,0.101106252,-0.107095675
1,0,1,1,-714.4195823,810.2339738,21.1594403,0.005330125,0.106790969,-0.112121093
1,0,1,1,-722.1622652,804.3554597,20.31226609,0.004669507,0.112449335,-0.117118842
1,0,1,1,-729.7267398,798.2784678,19.46007996,0.004007734,0.118079955,-0.122087689
1,0,1,1,-737.1111397,792.0044974,18.60309216,0.003344967,0.123681439,-0.127026407
1,0,1,1,-744.3136431,785.5350966,17.74151416,0.002681371,0.129252406,-0.131933777
1,0,1,1,-751.3324727,778.8718616,16.87555854,0.002017109,0.134791481,-0.13680859
1,0,1,1,-758.1658968,772.0164365,16.00543894,0.001352346,0.140297297,-0.141649642
1,0,1,1,-764.8122294,764.9705127,15.13137007,0.000687244,0.145768495,-0.146455739
1,0,1,1,-771.2698304,757.7358286,14.25356758,2.20E-05,0.151203726,-0.151225696
1,0,1,1,-777.5371067,750.3141694,13.37224807,-0.000643315,0.156601649,-0.155958334
1,0,1,1,-783.6125119,742.7073663,12.48762897,-0.001308445,0.161960931,-0.160652486
1,0,1,1,-789.494547,734.9172961,11.59992857,-0.001973256,0.167280251,-0.165306995
1,0,1,1,-795.1817606,726.9458808,10.70936589,-0.002637585,0.172558296,-0.169920711
1,0,1,1,-800.6727495,718.7950873,9.816160652,-0.003301267,0.177793764,-0.174492497
1,0,1,1,-805.9661589,710.4669268,8.920533251,-0.003964138,0.182985362,-0.179021224
1,0,1,1,-811.0606828,701.963454,8.022704668,-0.004626036,0.188131811,-0.183505776
1,0,1,1,-815.9550641,693.286767,7.122896429,-0.005286796,0.19323184,-0.187945044
1,0,1,1,-820.6480952,684.4390067,6.221330547,-0.005946256,0.198284191,-0.192337935
1,0,1,1,-825.1386182,675.4223562,5.31822947,-0.006604252,0.203287616,-0.196683364
1,0,1,1,-829.4255251,666.2390401,4.413816026,-0.007260624,0.208240883,-0.200980259
1,0,1,1,-833.5077583,656.8913243,3.508313364,-0.007915208,0.213142768,-0.20522756
1,0,1,1,-837.3843103,647.3815153,2.601944905,-0.008567843,0.217992062,-0.209424219
1,0,1,1,-841.0542248,637.7119594,1.69493428,-0.009218369,0.222787569,-0.213569201
1,0,1,1,-844.5165964,627.8850424,0.787505282,-0.009866624,0.227528105,-0.217661482
1,0,1,1,-847.7705706,617.9031891,-0.120118195,-0.010512448,0.232212502,-0.221700053
1,0,1,1,-850.8153446,607.7688622,-1.027712209,-0.011155684,0.236839601,-0.225683918
1,0,1,1,-853.6501672,597.4845622,-1.935052824,-0.01179617,0.241408264,-0.229612093
1,0,1,1,-856.2743389,587.0528267,-2.841916168,-0.012433751,0.245917361,-0.23348361
1,0,1,1,-858.6872122,576.4762295,-3.748078485,-0.013068267,0.250365781,-0.237297513
1,0,1,1,-860.8881919,565.7573803,-4.653316194,-0.013699563,0.254752425,-0.241052862
1,0,1,1,-862.8767348,554.8989237,-5.55740594,-0.014327484,0.259076212,-0.244748729
1,0,1,1,-864.6523503,543.9035389,-6.460124654,-0.014951873,0.263336075,-0.248384202
1,0,1,1,-866.2146002,532.7739389,-7.361249602,-0.015572577,0.267530963,-0.251958385
1,0,1,1,-867.5630993,521.5128698,-8.260558445,-0.016189443,0.27165984,-0.255470396
1,0,1,1,-868.6975146,510.12311,-9.157829293,-0.016802319,0.275721688,-0.258919369
1,0,1,1,-869.6175663,498.6074697,-10.05284076,-0.017411053,0.279715505,-0.262304451
1,0,1,1,-870.3230275,486.9687904,-10.94537201,-0.018015495,0.283640305,-0.265624809
1,0,1,1,-870.8137239,475.2099436,-11.83520282,-0.018615497,0.287495119,-0.268879623
1,0,1,1,-871.0895347,463.3338307,-12.72211365,-0.019210909,0.291278998,-0.272068089
1,0,1,1,-871.1503916,451.3433819,-13.60588566,-0.019801586,0.294991007,-0.275189421
1,0,1,1,-870.9962798,439.2415557,-14.4863008,-0.020387381,0.29863023,-0.278242849
1,0,1,1,-870.6272372,427.0313381,-15.36314183,-0.020968149,0.302195769,-0.28122762
1,0,1,1,-870.0433548,414.7157417,-16.23619241,-0.021543749,0.305686746,-0.284142997
1,0,1,1,-869.2447768,402.2978053,-17.10523713,-0.022114036,0.309102297,-0.28698826
1,0,1,1,-868.2317002,389.7805927,-17.97006156,-0.022678872,0.312441581,-0.289762709
1,0,1,1,-867.0043749,377.1671924,-18.83045232,-0.023238116,0.315703773,-0.292465657
1,0,1,1,-865.5631038,364.4607166,-19.68619711,-0.023791631,0.318888069,-0.295096439
1,0,1,1,-863.9082425,351.6643003,-20.53708481,-0.024339279,0.321993684,-0.297654404
1,0,1,1,-862.0401993,338.781101,-21.38290546,-0.024880926,0.32501985,-0.300138923
1,0,1,1,-859.959435,325.8142974,-22.22345037,-0.025416439,0.327965821,-0.302549382
1,0,1,1,-857.6664632,312.7670887,-23.05851216,-0.025945684,0.33083087,-0.304885186
1,0,1,1,-855.1618495,299.6426943,-23.88788477,-0.026468532,0.333614291,-0.307145759
1,0,1,1,-852.446212,286.4443524,-24.71136357,-0.026984853,0.336315396,-0.309330543
1,0,1,1,-849.5202206,273.1753195,-25.52874539,-0.02749452,0.338933519,-0.311438999
1,0,1,1,-846.3845973,259.8388694,-26.33982855,-0.027997408,0.341468015,-0.313470607
1,0,1,1,-843.0401159,246.4382929,-27.14441292,-0.028493391,0.343918257,-0.315424866
1,0,1,1,-839.4876014,232.9768961,-27.94229999,-0.028982349,0.346283641,-0.317301293
1,0,1,1,-835.7279305,219.4580007,-28.73329288,-0.029464159,0.348563584,-0.319099425
1,0,1,1,-831.7620307,205.8849421,-29.51719644,-0.029938704,0.350757524,-0.320818819
1,0,1,1,-827.5908806,192.2610693,-30.29381724,-0.030405866,0.352864917,-0.322459051
1,0,1,1,-823.2155093,178.5897438,-31.06296367,-0.03086553,0.354885246,-0.324019716
1,0,1,1,-818.6369965,164.8743388,-31.82444595,-0.031317583,0.356818011,-0.325500428
1,0,1,1,-813.8564717,151.1182383,-32.57807619,-0.031761912,0.358662735,-0.326900823
1,0,1,1,-808.8751146,137.3248365,-33.32366846,-0.032198409,0.360418963,-0.328220554
1,0,1,1,-803.6941542,123.4975367,-34.06103878,-0.032626966,0.362086263,-0.329459297
1,0,1,1,-798.3148688,109.6397505,-34.79000523,-0.033047476,0.363664222,-0.330616746
1,0,1,1,-792.7385856,95.75489716,-35.51038793,-0.033459837,0.365152451,-0.331692614
1,0,1,1,-786.9666806,81.84640258,-36.22200914,-0.033863945,0.366550583,-0.332686637
1,0,1,1,-781.0005779,67.91769846,-36.9246933,-0.034259703,0.367858273,-0.33359857
1,0,1,1,-774.8417495,53.97222148,-37.618267,-0.034647012,0.369075198,-0.334428186
1,0,1,1,-768.491715,40.0134125,-38.30255914,-0.035025776,0.370201059,-0.335175283
1,0,1,1,-761.9520412,26.04471563,-38.97740086,-0.035395902,0.371235577,-0.335839674
1,0,1,1,-755.2243416,12.06957744,-39.64262567,-0.035757299,0.372178497,-0.336421197
1,0,1,1,-748.3102763,-1.908553904,-40.29806942,-0.036109878,0.373029586,-0.336919708
1,0,1,1,-741.2115511,-15.88622952,-40.9435704,-0.036453551,0.373788635,-0.337335084
1,0,1,1,-733.9299176,-29.86000061,-41.57896934,-0.036788234,0.374455456,-0.337667222
1,0,1,1,-726.4671724,-43.82641937,-42.20410946,-0.037113844,0.375029884,-0.337916041
1,0,1,1,-718.8251568,-57.78203979,-42.81883652,-0.0374303,0.375511779,-0.338081478
1,0,1,1,-711.0057564,-71.72341853,-43.42299884,-0.037737526,0.37590102,-0.338163494
1,0,1,1,-703.0109005,-85.64711576,-44.01644736,-0.038035445,0.376197512,-0.338162068
1,0,1,1,-694.8425616,-99.54969602,-44.59903566,-0.038323982,0.376401183,-0.3380772
1,0,1,1,-686.5027553,-113.427729,-45.17061998,-0.038603069,0.37651198,-0.337908912
1,0,1,1,-677.9935393,-127.2777907,-45.73105929,-0.038872634,0.376529878,-0.337657244
1,0,1,1,-669.317013,-141.0964636,-46.28021533,-0.039132613,0.376454872,-0.337322259
1,0,1,1,-660.4753172,-154.8803382,-46.81795258,-0.03938294,0.37628698,-0.33690404
1,0,1,1,-651.4706336,-168.6260136,-47.34413838,-0.039623554,0.376026243,-0.336402689
1,0,1,1,-642.3051839,-182.3300982,-47.85864289,-0.039854396,0.375672727,-0.335818331
1,0,1,1,-632.9812295,-195.9892108,-48.36133917,-0.040075409,0.375226518,-0.33515111
1,0,1,1,-623.501071,-209.5999811,-48.85210319,-0.040286537,0.374687726,-0.334401189
1,0,1,1,-613.8670474,-223.1590509,-49.33081385,-0.04048773,0.374056485,-0.333568755
1,0,1,1,-604.0815359,-236.6630748,-49.79735304,-0.040678937,0.37333295,-0.332654013
1,0,1,1,-594.1469508,-250.1087208,-50.25160565,-0.040860111,0.372517299,-0.331657188
1,0,1,1,-584.0657433,-263.4926713,-50.6934596,-0.041031208,0.371609734,-0.330578527
